,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,6.623890781402588,0.020110620376885567,1.0319053649902343,0.009316592656809822,1,1e-05,"{'C': 1, 'gamma': 1e-05}",0.1989247311827957,0.2007168458781362,0.2007168458781362,0.21505376344086022,0.1971326164874552,0.20250896057347673,0.0064116644516123015,18
1,6.61531629562378,0.02382803427994341,1.0416049480438232,0.008390167400175693,1,0.0001,"{'C': 1, 'gamma': 0.0001}",0.1989247311827957,0.2007168458781362,0.2007168458781362,0.21505376344086022,0.1971326164874552,0.20250896057347673,0.0064116644516123015,18
2,6.569960880279541,0.017228129981991115,1.0311241149902344,0.007826791889432357,1,0.001,"{'C': 1, 'gamma': 0.001}",0.20430107526881722,0.21505376344086022,0.1989247311827957,0.20967741935483872,0.1917562724014337,0.20394265232974912,0.008126010070791853,17
3,5.234752988815307,0.041602628385633174,0.9872429847717286,0.016727122819249284,1,0.01,"{'C': 1, 'gamma': 0.01}",0.2007168458781362,0.22759856630824374,0.2007168458781362,0.22580645161290322,0.17921146953405018,0.2068100358422939,0.01804971801005616,12
4,6.603072881698608,0.0078063037587565,1.0287323474884034,0.004080779602599825,10,1e-05,"{'C': 10, 'gamma': 1e-05}",0.1989247311827957,0.2007168458781362,0.2007168458781362,0.21505376344086022,0.1971326164874552,0.20250896057347673,0.0064116644516123015,18
5,6.577258682250976,0.02708118841254558,1.0428061962127686,0.013071234137049557,10,0.0001,"{'C': 10, 'gamma': 0.0001}",0.2007168458781362,0.2132616487455197,0.20430107526881722,0.20967741935483872,0.2007168458781362,0.2057347670250896,0.004992253862790001,13
6,6.42486834526062,0.02272932421049869,1.039263916015625,0.008939266333791385,10,0.001,"{'C': 10, 'gamma': 0.001}",0.2168458781362007,0.24014336917562723,0.22043010752688172,0.2168458781362007,0.18996415770609318,0.21684587813620068,0.01598903800945911,2
7,3.5324329853057863,0.035222754653519595,0.8625459671020508,0.010928354327841243,10,0.01,"{'C': 10, 'gamma': 0.01}",0.2132616487455197,0.2060931899641577,0.1863799283154122,0.23476702508960573,0.1881720430107527,0.2057347670250896,0.01779164680428796,13
8,6.583671951293946,0.020961561412806775,1.039805269241333,0.014129434032553328,100,1e-05,"{'C': 100, 'gamma': 1e-05}",0.2007168458781362,0.2132616487455197,0.20430107526881722,0.20967741935483872,0.1989247311827957,0.2053763440860215,0.005388278271818245,15
9,6.4262086868286135,0.028195876208542674,1.036156988143921,0.022194763409242306,100,0.0001,"{'C': 100, 'gamma': 0.0001}",0.2114695340501792,0.24551971326164876,0.21863799283154123,0.2078853046594982,0.1935483870967742,0.21541218637992832,0.017129466875051652,5
10,6.2727031230926515,0.050413633941306636,1.0260109424591064,0.010878475270286419,100,0.001,"{'C': 100, 'gamma': 0.001}",0.23118279569892472,0.20967741935483872,0.2114695340501792,0.2222222222222222,0.2222222222222222,0.2193548387096774,0.007901579815429601,1
11,3.3221292018890383,0.054303356496197976,0.8250787258148193,0.014917325157211793,100,0.01,"{'C': 100, 'gamma': 0.01}",0.22043010752688172,0.21505376344086022,0.17562724014336917,0.22939068100358423,0.1827956989247312,0.20465949820788532,0.021397579292615484,16
12,6.433810377120972,0.02156967379313256,1.0422561645507813,0.011857098109638212,1000,1e-05,"{'C': 1000, 'gamma': 1e-05}",0.2114695340501792,0.24551971326164876,0.21863799283154123,0.2078853046594982,0.1935483870967742,0.21541218637992832,0.017129466875051652,5
13,6.245347547531128,0.03845672496675672,1.0193756103515625,0.011549035431166822,1000,0.0001,"{'C': 1000, 'gamma': 0.0001}",0.22939068100358423,0.2132616487455197,0.22043010752688172,0.2132616487455197,0.2025089605734767,0.21577060931899644,0.008895823402143985,3
14,5.3503025531768795,0.1078082489730908,0.9625881671905517,0.017535745317605506,1000,0.001,"{'C': 1000, 'gamma': 0.001}",0.2025089605734767,0.22759856630824374,0.18100358422939067,0.2132616487455197,0.23476702508960573,0.2118279569892473,0.019047068466790575,8
15,3.2983100414276123,0.052559787398439715,0.8154821395874023,0.012961940897946528,1000,0.01,"{'C': 1000, 'gamma': 0.01}",0.22043010752688172,0.2114695340501792,0.2025089605734767,0.23118279569892472,0.17562724014336917,0.20824372759856632,0.018877697608980205,10
16,6.438995981216431,0.029050001737679028,1.0413827896118164,0.01163643295014787,1000,1e-05,"{'C': 1000, 'gamma': 1e-05}",0.2114695340501792,0.24551971326164876,0.21863799283154123,0.2078853046594982,0.1935483870967742,0.21541218637992832,0.017129466875051652,5
17,6.270344495773315,0.05710456111540266,1.034865665435791,0.012676704106478786,1000,0.0001,"{'C': 1000, 'gamma': 0.0001}",0.22939068100358423,0.2132616487455197,0.22043010752688172,0.2132616487455197,0.2025089605734767,0.21577060931899644,0.008895823402143985,3
18,5.345252609252929,0.11852523394752443,0.9455413818359375,0.009138678480069875,1000,0.001,"{'C': 1000, 'gamma': 0.001}",0.2025089605734767,0.22759856630824374,0.18100358422939067,0.2132616487455197,0.23476702508960573,0.2118279569892473,0.019047068466790575,8
19,3.297695589065552,0.05023441435887695,0.8147308826446533,0.00964898070030961,1000,0.01,"{'C': 1000, 'gamma': 0.01}",0.22043010752688172,0.2114695340501792,0.2025089605734767,0.23118279569892472,0.17562724014336917,0.20824372759856632,0.018877697608980205,10
