,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.4700881004333496,0.005694940695170932,0.11449217796325684,0.0004914265569116172,1,1e-05,"{'C': 1, 'gamma': 1e-05}",0.5044642857142857,0.4977578475336323,0.4977578475336323,0.4977578475336323,0.4977578475336323,0.49909913516976295,0.002682575272261367,14
1,0.46628379821777344,0.004068436101837186,0.11423721313476562,0.0005572886383419574,1,0.0001,"{'C': 1, 'gamma': 0.0001}",0.5044642857142857,0.4977578475336323,0.4977578475336323,0.4977578475336323,0.4977578475336323,0.49909913516976295,0.002682575272261367,14
2,0.4683687686920166,0.003917176602826549,0.11423611640930176,0.000902169413573491,1,0.001,"{'C': 1, 'gamma': 0.001}",0.5044642857142857,0.4977578475336323,0.4977578475336323,0.4977578475336323,0.4977578475336323,0.49909913516976295,0.002682575272261367,14
3,0.46694316864013674,0.0018781991889185365,0.11473503112792968,0.002113446669247107,1,0.01,"{'C': 1, 'gamma': 0.01}",0.5044642857142857,0.5022421524663677,0.49327354260089684,0.5067264573991032,0.48878923766816146,0.49909913516976295,0.006885796362866004,14
4,0.4674197196960449,0.0024984183370176053,0.1152458667755127,0.001898509114352397,10,1e-05,"{'C': 10, 'gamma': 1e-05}",0.5044642857142857,0.4977578475336323,0.4977578475336323,0.4977578475336323,0.4977578475336323,0.49909913516976295,0.002682575272261367,14
5,0.4676638126373291,0.0018417989791912961,0.11478519439697266,0.0012970502313069314,10,0.0001,"{'C': 10, 'gamma': 0.0001}",0.5044642857142857,0.4977578475336323,0.4977578475336323,0.4977578475336323,0.4977578475336323,0.49909913516976295,0.002682575272261367,14
6,0.4695302963256836,0.0036430439006507605,0.11376824378967285,0.0009331819482896379,10,0.001,"{'C': 10, 'gamma': 0.001}",0.5044642857142857,0.5022421524663677,0.49327354260089684,0.5067264573991032,0.5112107623318386,0.5035834401024984,0.005948504520047301,4
7,0.4659097194671631,0.005216587160785051,0.11352148056030273,0.00037757110987856376,10,0.01,"{'C': 10, 'gamma': 0.01}",0.5,0.4977578475336323,0.49327354260089684,0.5067264573991032,0.5067264573991032,0.5008968609865471,0.005229553268919568,10
8,0.4678961753845215,0.003096551994871537,0.1146153450012207,0.0008434034856355449,100,1e-05,"{'C': 100, 'gamma': 1e-05}",0.5044642857142857,0.4977578475336323,0.4977578475336323,0.4977578475336323,0.4977578475336323,0.49909913516976295,0.002682575272261367,14
9,0.46584515571594237,0.0029669872739674107,0.11434245109558105,0.0006790065195445272,100,0.0001,"{'C': 100, 'gamma': 0.0001}",0.5044642857142857,0.5022421524663677,0.49327354260089684,0.5067264573991032,0.5112107623318386,0.5035834401024984,0.005948504520047301,4
10,0.4638998985290527,0.0022643322249164023,0.1135498046875,0.000877594942309337,100,0.001,"{'C': 100, 'gamma': 0.001}",0.5044642857142857,0.4977578475336323,0.49327354260089684,0.5067264573991032,0.4977578475336323,0.49999599615630996,0.004908660111145013,11
11,0.4622800350189209,0.0030786587228683287,0.11276941299438477,0.0007994166410323846,100,0.01,"{'C': 100, 'gamma': 0.01}",0.5,0.5112107623318386,0.48878923766816146,0.5112107623318386,0.5201793721973094,0.5062780269058296,0.010836812532371799,1
12,0.46651425361633303,0.0020082682871049072,0.11463718414306641,0.0011451776169709115,1000,1e-05,"{'C': 1000, 'gamma': 1e-05}",0.5044642857142857,0.5022421524663677,0.49327354260089684,0.5067264573991032,0.5112107623318386,0.5035834401024984,0.005948504520047301,4
13,0.46381406784057616,0.0025723365046623017,0.11367926597595215,0.0007270490909669893,1000,0.0001,"{'C': 1000, 'gamma': 0.0001}",0.5044642857142857,0.4977578475336323,0.49327354260089684,0.5067264573991032,0.4977578475336323,0.49999599615630996,0.004908660111145013,11
14,0.4619253635406494,0.0019345051999360553,0.11269497871398926,0.0006538784165236094,1000,0.001,"{'C': 1000, 'gamma': 0.001}",0.4955357142857143,0.4977578475336323,0.48878923766816146,0.5112107623318386,0.515695067264574,0.5017977258167841,0.010064745646274405,8
15,0.4595817565917969,0.005301014795181936,0.11236286163330078,0.0006952268269468458,1000,0.01,"{'C': 1000, 'gamma': 0.01}",0.5044642857142857,0.5067264573991032,0.48878923766816146,0.5112107623318386,0.515695067264574,0.5053771620755926,0.00914661944880417,2
16,0.46994872093200685,0.0014691362161209337,0.11493873596191406,0.0010452257673227825,1000,1e-05,"{'C': 1000, 'gamma': 1e-05}",0.5044642857142857,0.5022421524663677,0.49327354260089684,0.5067264573991032,0.5112107623318386,0.5035834401024984,0.005948504520047301,4
17,0.4653953552246094,0.0038216952675203084,0.11356744766235352,0.0006052488733348046,1000,0.0001,"{'C': 1000, 'gamma': 0.0001}",0.5044642857142857,0.4977578475336323,0.49327354260089684,0.5067264573991032,0.4977578475336323,0.49999599615630996,0.004908660111145013,11
18,0.463299036026001,0.0032507341705646856,0.11367859840393066,0.0006019691436552933,1000,0.001,"{'C': 1000, 'gamma': 0.001}",0.4955357142857143,0.4977578475336323,0.48878923766816146,0.5112107623318386,0.515695067264574,0.5017977258167841,0.010064745646274405,8
19,0.4592280864715576,0.003460834387976517,0.11194720268249511,0.0005315488104749031,1000,0.01,"{'C': 1000, 'gamma': 0.01}",0.5044642857142857,0.5067264573991032,0.48878923766816146,0.5112107623318386,0.515695067264574,0.5053771620755926,0.00914661944880417,2
